Munsell Color Science Laboratory,http://www.cis.rit.edu/research/mcsl2/online/cie.php
Wavelength (nm),Intensity
360,1.3398E-008
361,2.0294E-008
362,3.056E-008
363,4.574E-008
364,6.805E-008
365,1.0065E-007
366,0.000000148
367,2.1627E-007
368,3.142E-007
369,4.537E-007
370,6.511E-007
371,9.288E-007
372,1.3175E-006
373,1.8572E-006
374,0.000002602
375,0.000003625
376,0.000005019
377,0.000006907
378,0.000009449
379,0.000012848
380,0.000017364
381,0.000023327
382,0.00003115
383,0.00004135
384,0.00005456
385,0.00007156
386,0.0000933
387,0.00012087
388,0.00015564
389,0.0001992
390,0.0002534
391,0.0003202
392,0.0004024
393,0.0005023
394,0.0006232
395,0.0007685
396,0.0009417
397,0.0011478
398,0.0013903
399,0.001674
400,0.0020044
401,0.002386
402,0.002822
403,0.003319
404,0.00388
405,0.004509
406,0.005209
407,0.005985
408,0.006833
409,0.007757
410,0.008756
411,0.009816
412,0.010918
413,0.012058
414,0.013237
415,0.014456
416,0.015717
417,0.017025
418,0.018399
419,0.019848
420,0.021391
421,0.022992
422,0.024598
423,0.026213
424,0.027841
425,0.029497
426,0.031195
427,0.032927
428,0.034738
429,0.036654
430,0.038676
431,0.040792
432,0.042946
433,0.045114
434,0.047333
435,0.049602
436,0.051934
437,0.054337
438,0.056822
439,0.059399
440,0.062077
441,0.064737
442,0.067285
443,0.069764
444,0.072218
445,0.074704
446,0.077272
447,0.079979
448,0.082874
449,0.086
450,0.089456
451,0.092947
452,0.096275
453,0.099535
454,0.102829
455,0.106256
456,0.109901
457,0.113835
458,0.118167
459,0.122932
460,0.128201
461,0.133457
462,0.138323
463,0.143042
464,0.147787
465,0.152761
466,0.158102
467,0.163941
468,0.170362
469,0.177425
470,0.18519
471,0.193025
472,0.200313
473,0.207156
474,0.213644
475,0.21994
476,0.22617
477,0.232467
478,0.239025
479,0.245997
480,0.253589
481,0.261876
482,0.270643
483,0.279645
484,0.288694
485,0.297665
486,0.306469
487,0.315035
488,0.323335
489,0.331366
490,0.339133
491,0.34786
492,0.358326
493,0.370001
494,0.382464
495,0.395379
496,0.408482
497,0.421588
498,0.434619
499,0.447601
500,0.460777
501,0.47434
502,0.4882
503,0.50234
504,0.51674
